id;chapter;section;page;type;prompt;answer_text;options_json
1.57;Kapitel I. 12;1. Begriffe des Waffenrechts;17;self_assessment;Wann ist eine Waffe „zugriffsbereit“ (im Sinne des WaffG)?;Wenn sie unmittelbar, also mit wenigen schnellen Handgriffen in Anschlag gebracht werden kann.;[]
1.58;Kapitel I. 12;1. Begriffe des Waffenrechts;17;multiple_choice;Wann ist eine Schusswaffe im Sinne des Waffengesetzes „schussbereit“?;;"[{""key"": ""a"", ""text"": ""Wenn sie griffbereit, aber ungeladen im Holster getragen wird."", ""correct"": false}, {""key"": ""b"", ""text"": ""Wenn das Schlagstück / der Schlagbolzen bei entladener Waffe gespannt und entsichert ist."", ""correct"": false}, {""key"": ""c"", ""text"": ""Wenn sie geladen ist."", ""correct"": false}]"
1.59;Kapitel I. 13;1. Begriffe des Waffenrechts;18;multiple_choice;Wann ist eine Waffe „schussbereit“ im Sinne des Waffengesetzes?;;"[{""key"": ""a"", ""text"": ""Wenn die Waffe geladen und gespannt ist."", ""correct"": false}, {""key"": ""b"", ""text"": ""Wenn die Waffe geladen, aber entspannt und gesichert ist."", ""correct"": false}, {""key"": ""c"", ""text"": ""Wenn ein gefülltes Magazin eingeführt ist."", ""correct"": false}, {""key"": ""d"", ""text"": ""Wenn das gefüllte Magazin griffbereit liegt."", ""correct"": false}]"
1.60;Kapitel I. 13;1. Begriffe des Waffenrechts;18;multiple_choice;Wann ist eine Waffe „schussbereit“ im Sinne des Waffengesetzes?;;"[{""key"": ""a"", ""text"": ""Wenn sie ungeladen im Holster getragen wird."", ""correct"": false}, {""key"": ""b"", ""text"": ""Wenn sie in einem verschlossenen Koffer liegt und sich eine Patrone im Patronenlager befindet."", ""correct"": false}, {""key"": ""c"", ""text"": ""Wenn das Magazin in der Waffe mit Patronen gefüllt ist und die Waffe im unverschlossenen Handschuhfach eines PKW liegt."", ""correct"": false}]"
1.61;Kapitel I. 13;1. Begriffe des Waffenrechts;18;self_assessment;Was bedeutet „schießen“ im Sinne des Waffengesetzes?;Im Sinne des WaffG schießt jemand, der mit einer Schusswaffe ein Geschoss durch einen Lauf verschießt, Kartuschenmunition abschießt, mit Patronen- oder Kartuschenmunition Reiz- oder andere Wirkstoffe verschießt oder pyrotechnische Munition verschießt.;[]
1.62;Kapitel I. 13;1. Begriffe des Waffenrechts;18;multiple_choice;Welche Erlaubnis berechtigt zum Schießen mit Schreckschuss-, Reizstoff- und Signalwaffen (mit Zulassungszeichen PTB im Kreis) außerhalb des eigenen befriedeten Besitztums?;;"[{""key"": ""a"", ""text"": ""Kleiner Waffenschein"", ""correct"": false}, {""key"": ""b"", ""text"": ""behördliche Schießerlaubnis"", ""correct"": true}, {""key"": ""c"", ""text"": ""Waffenbesitzkarte"", ""correct"": false}]"
1.63;Kapitel I. 14;1. Begriffe des Waffenrechts;19;multiple_choice;Was bedeutet für einen Sportschützen der Rechtsbegriff „Zu einem vom Bedürfnis umfassten Zweck oder im Zusammenhang damit“ in Bezug auf den Transport einer Schusswaffe?;;"[{""key"": ""a"", ""text"": ""Der Schütze darf die Waffe in der fremden Wohnung mit Einwilligung des Hausrechtsinhabers zu Schutzzwecken führen."", ""correct"": false}, {""key"": ""b"", ""text"": ""Der Schütze transportiert seine defekte Schusswaffe zur Reparatur zum Büchsenmacher."", ""correct"": true}, {""key"": ""c"", ""text"": ""Die Schusswaffe wird am Wohnort des Schützen von ihm über mehrere Tage in einem Autotresor im Kofferraum des PKWs transportiert."", ""correct"": false}]"
1.64;Kapitel I. 14;1. Begriffe des Waffenrechts;19;multiple_choice;Welche Voraussetzungen müssen gegeben sein, damit der Rechtsbegriff „sportliches Schießen“ erfüllt wird?;;"[{""key"": ""a"", ""text"": ""Sportliches Schießen liegt dann vor, wenn nach festen Regeln einer genehmigten Sportordnung geschossen wird."", ""correct"": true}, {""key"": ""b"", ""text"": ""Sportliches Schießen liegt dann vor, wenn nach einer nicht genehmigten Sportordnung geschossen wird."", ""correct"": false}, {""key"": ""c"", ""text"": ""Sportliches Schießen liegt dann vor, wenn man in einer Gruppe Paintball spielt."", ""correct"": false}]"
1.65;Kapitel I. 14;1. Begriffe des Waffenrechts;19;self_assessment;In welchem zeitlichen Mindestabstand werden die Inhaber waffenrechtlicher Erlaubnisse erneut auf ihre Zuverlässigkeit und ihre persönliche Eignung geprüft?;Mindestens alle drei Jahre.;[]
1.66;Kapitel I. 14;1. Begriffe des Waffenrechts;19;self_assessment;Welche Voraussetzungen müssen Sie als Antragsteller für die Erteilung einer Waffenbesitzkarte erfüllen?;1. Ich muss ein Bedürfnis nachweisen. 2. Ich muss die persönliche Eignung besitzen. 3. Ich muss die erforderliche Zuverlässigkeit besitzen. 4. Ich muss die erforderliche Sachkunde nachweisen. 5. Ich muss das 18. Lebensjahr vollendet haben.(Beachte: Altersbeschränkungen bei Sportschützen) 6. Nachweise der sicheren Aufbewahrung für Schusswaffen.;[]
1.67;Kapitel I. 15;1. Begriffe des Waffenrechts;20;multiple_choice;Welche Angaben zu einer Waffe werden in einer Waffenbesitzkarte eintragen?;;"[{""key"": ""a"", ""text"": ""Waffenart, Bezeichnung der Munition oder des Kalibers, Hersteller- / Warenzeichen oder Marke, Modellbezeichnung, Herstellungsnummer und Tag des Überlassens, sowie der Name und die Anschrift des Überlassers."", ""correct"": false}, {""key"": ""b"", ""text"": ""Waffenart, Kaliber, Hersteller- oder Warenzeichen, Beschusszeichen, Seriennummer und Tag des Überlassens, sowie der Name und die Personalausweisnummer des Überlassers."", ""correct"": false}, {""key"": ""c"", ""text"": ""Waffenart, Kaliber, Hersteller- oder Warenzeichen, Nummer der Waffenherstellungserlaubnis und Tag des Überlassens, sowie der Name und die Waffenbesitzkartennummer des Überlassers."", ""correct"": false}]"
1.68;Kapitel I. 15;1. Begriffe des Waffenrechts;20;multiple_choice;Für die Anerkennung eines Bedürfnisses zum Erwerb und Besitz von Schusswaffen (grüne Waffenbesitzkarte) ist bei Sportschützen die Vorlage einer Bescheinigung des anerkannten Schießsportverbandes erforderlich, dem der Antragsteller durch seine Vereinsmitgliedschaft angehört. Die Bescheinigung muss ausweisen, dass ...;;"[{""key"": ""a"", ""text"": ""er seit mindestens 12 Monaten den Schießsport in einem Verein regelmäßig als Sportschütze betreibt."", ""correct"": false}, {""key"": ""b"", ""text"": ""er seine Sammlung vervollständigen möchte."", ""correct"": false}, {""key"": ""c"", ""text"": ""die Waffe für eine Disziplin nach der Sportordnung des Schießsportverbandes zugelassen und erforderlich ist."", ""correct"": false}]"
1.69;Kapitel I. 15;1. Begriffe des Waffenrechts;20;multiple_choice;Wann wird in der Regel eine waffenrechtliche Erlaubnis von der Erlaubnisbehörde widerrufen?;;"[{""key"": ""a"", ""text"": ""Wenn der Inhaber nicht mehr zuverlässig im Sinne des Waffengesetzes ist."", ""correct"": false}, {""key"": ""b"", ""text"": ""Wenn der Inhaber kein Bedürfnis mehr nachweisen kann."", ""correct"": false}, {""key"": ""c"", ""text"": ""Wenn der Inhaber seinen Wohnort in ein anderes Bundesland verlegt."", ""correct"": false}]"
1.70;Kapitel I. 15;1. Begriffe des Waffenrechts;20;self_assessment;Welche Eintragungen sieht die grüne Waffenbesitzkarte zum Erwerb einer Schusswaffe vor?;Laufende Nummer, Art, Bezeichnung der Munition oder des Kalibers, Dauer der Erwerbsberechtigung und Dienstsiegel.;[]
1.71;Kapitel I. 15;1. Begriffe des Waffenrechts;20;self_assessment;Wie lange gilt grundsätzlich eine Waffenbesitzkarte?;Unbefristet.;[]
1.72;Kapitel I. 16;1. Begriffe des Waffenrechts;21;self_assessment;Kann eine Waffenbesitzkarte auch nachträglich mit Auflagen versehen werden?;Ja.;[]
1.73;Kapitel I. 16;1. Begriffe des Waffenrechts;21;multiple_choice;Kann eine Waffenbesitzkarte auch einem Schützenverein erteilt werden?;;"[{""key"": ""a"", ""text"": ""Ja, wenn es sich um einen eingetragenen Verein handelt."", ""correct"": false}, {""key"": ""b"", ""text"": ""Nein."", ""correct"": false}, {""key"": ""c"", ""text"": ""Ja, jedem Verein."", ""correct"": false}]"
1.74;Kapitel I. 16;1. Begriffe des Waffenrechts;21;multiple_choice;Wie lange gilt üblicherweise ein Voreintrag zum Erwerb einer Schusswaffe in einer grünen Waffenbesitzkarte?;;"[{""key"": ""a"", ""text"": ""6 Monate"", ""correct"": false}, {""key"": ""b"", ""text"": ""1 Jahr"", ""correct"": false}, {""key"": ""c"", ""text"": ""unbefristet"", ""correct"": false}]"
1.75;Kapitel I. 16;1. Begriffe des Waffenrechts;21;multiple_choice;Wie lange gilt der Kleine Waffenschein?;;"[{""key"": ""a"", ""text"": ""1 Jahr"", ""correct"": false}, {""key"": ""b"", ""text"": ""3 Jahre"", ""correct"": false}, {""key"": ""c"", ""text"": ""unbefristet"", ""correct"": false}]"
1.76;Kapitel I. 16;1. Begriffe des Waffenrechts;21;multiple_choice;Für wie lange wird ein Waffenschein höchstens erteilt?;;"[{""key"": ""a"", ""text"": ""1 Jahr"", ""correct"": false}, {""key"": ""b"", ""text"": ""3 Jahre"", ""correct"": false}, {""key"": ""c"", ""text"": ""5 Jahre"", ""correct"": false}]"
1.77;Kapitel I. 16;1. Begriffe des Waffenrechts;21;self_assessment;Was ist Voraussetzung für den Erwerb von Schreckschuss-, Reizstoff- und Signalwaffen, deren Erwerb und Besitz erlaubnisfrei ist?;Vollendung des 18. Lebensjahres.;[]
1.78;Kapitel I. 16;1. Begriffe des Waffenrechts;21;multiple_choice;Wie lange müssen Sie mindestens als Mitglied eines schießsportlichen Vereins geschossen haben, um als Sportschütze der Behörde ein Bedürfnis zum Erwerb einer Schusswaffe nachweisen zu können?;;"[{""key"": ""a"", ""text"": ""mindestens 6 Monate"", ""correct"": false}, {""key"": ""b"", ""text"": ""mindestens 12 Monate"", ""correct"": true}, {""key"": ""c"", ""text"": ""mindestens 18 Monate"", ""correct"": false}]"
1.79;Kapitel I. 16;1. Begriffe des Waffenrechts;21;multiple_choice;Wie alt müssen Sie als Sportschütze mindestens sein, um eine Büchse (.308Win) ohne amts- oder fachärztliches oder fachpsychologisches Zeugnis dauerhaft erwerben zu können?;;"[{""key"": ""a"", ""text"": ""21 Jahre"", ""correct"": false}, {""key"": ""b"", ""text"": ""25 Jahre"", ""correct"": true}, {""key"": ""c"", ""text"": ""27 Jahre"", ""correct"": false}]"
1.80;Kapitel I. 17;1. Begriffe des Waffenrechts;22;multiple_choice;Welches Lebensjahr müssen Sie vollendet haben, um EinzelladerLangwaffen mit glatten Läufen im Kaliber 12 oder kleiner als Sportschütze dauerhaft erwerben zu dürfen?;;"[{""key"": ""a"", ""text"": ""18 Jahre"", ""correct"": true}, {""key"": ""b"", ""text"": ""21 Jahre"", ""correct"": false}, {""key"": ""c"", ""text"": ""25 Jahre"", ""correct"": false}]"
1.81;Kapitel I. 17;1. Begriffe des Waffenrechts;22;self_assessment;Welche Voraussetzungen müssen zur Erteilung einer waffenrechtlichen Erlaubnis für einen Revolver .44MAGNUM bei Sportschützen gegeben sein?;1. Vollendung des 21. Lebensjahres 2. Nachweis der Sachkunde 3. Zuverlässigkeit 4. Persönliche Eignung, bei Personen vor Vollendung des 25. Lebensjahres nachgewiesen durch ein amts- oder fachärztlichen oder fachpsychologischen Zeugnis 5. Nachweis eines Bedürfnisses 6. Nachweis der sicheren Aufbewahrung von Schusswaffen;[]
1.82;Kapitel I. 17;1. Begriffe des Waffenrechts;22;self_assessment;Das Fortbestehen des Bedürfnisses wird nach erstmaliger Erteilung einer waffenrechtlichen Erlaubnis von der Behörde geprüft. Welche Frist hat der Gesetzgeber hier vorgesehen?;Mindestens alle fünf Jahre;[]
1.83;Kapitel I. 17;1. Begriffe des Waffenrechts;22;self_assessment;Das Fortbestehen des Bedürfnisses wird drei Jahre nach der erstmaligen Erteilung einer waffenrechtlichen Erlaubnis von der Behörde geprüft. Ist dies die einzige Prüfung des Fortbestehens des Bedürfnisses?;Nein, das Fortbestehen des Bedürfnisses kann von der zuständigen Behörde auch nach diesem Zeitraum geprüft werden.;[]
1.84;Kapitel I. 17;1. Begriffe des Waffenrechts;22;self_assessment;Welche weiteren Voraussetzungen müssen Jugendliche, die das 16. Lebensjahr vollendet haben und unter 18 Jahren sind, erfüllen, damit sie mit WBK-pflichtigen Waffen für Randfeuerpatronen bis zu einem Kaliber von 5,6 mm lfB (.22l.r.) und einer maximalen Mündungsenergie von 200 Joule schießen dürfen?;Schriftliches oder elektronisches Einverständnis des Sorgeberechtigten oder dessen/deren Anwesenheit.;[]
1.85;Kapitel I. 17;1. Begriffe des Waffenrechts;22;self_assessment;Welche weiteren Voraussetzungen müssen erfüllt sein, damit Jugendliche unter 16 Jahren mit WBK-pflichtigen Einzellader-Flinten bis zu dem Kaliber 12 schießen dürfen?;Schriftliches oder elektronisches Einverständnis des Sorgeberechtigten und dessen Anwesenheit oder die Anwesenheit einer verantwortlichen und zur Kinder- und Jugendarbeit für das Schießen geeigneten Aufsichtsperson.;[]
1.86;Kapitel I. 18;1. Begriffe des Waffenrechts;23;multiple_choice;Was sind „Anscheinswaffen“ im Sinne des Waffengesetzes?;;"[{""key"": ""a"", ""text"": ""Schusswaffen, die ihrer äußeren Form nach im Gesamterscheinungsbild den Anschein von Feuerwaffen (Anlage 1 Abschnitt 1 Unterabschnitt 1 Nr. WaffG) hervorrufen und bei denen zum Antrieb der Geschosse keine heißen Gase verwendet werden."", ""correct"": true}, {""key"": ""b"", ""text"": ""Nachbildungen von Schusswaffen mit dem Aussehen der o.g. Schusswaffen"", ""correct"": true}, {""key"": ""c"", ""text"": ""unbrauchbar gemachte Schusswaffen mit dem Aussehen der o.g. Schusswaffen"", ""correct"": true}]"
1.87;Kapitel I. 18;1. Begriffe des Waffenrechts;23;multiple_choice;Welcher der genannten Gegenstände ist eine Anscheinswaffe im Sinne des Waffengesetzes?;;"[{""key"": ""a"", ""text"": ""Sportgewehr .223 Remington, das wie ein Sturmgewehr aussieht ohne Zulassungszeichen"", ""correct"": false}, {""key"": ""b"", ""text"": ""Schreckschuss-, Reizstoff- und Signalpistole mit Zulassungszeichen „PTB im Kreis“"", ""correct"": false}, {""key"": ""c"", ""text"": ""Spielzeugpistole, die äußerlich einer echten Pistole im Kaliber 9mm Luger zum Verwechseln ähnlich sieht"", ""correct"": true}]"
1.88;Kapitel I. 18;1. Begriffe des Waffenrechts;23;multiple_choice;Welcher der genannten Gegenstände ist eine Anscheinswaffe im Sinne des Waffengesetzes?;;"[{""key"": ""a"", ""text"": ""Messer mit einer 14 cm langen, aber nur einseitig geschliffenen Klinge."", ""correct"": false}, {""key"": ""b"", ""text"": ""Nach waffenrechtlichen Vorschriften unbrauchbar gemachtes altes Armeegewehr mit Zulassungszeichen „Ortszeichen in der Raute“."", ""correct"": true}, {""key"": ""c"", ""text"": ""Stockflinte (als Spazierstock getarnte Flinte, früher angeblich oft von Wilderern benutzt)"", ""correct"": false}]"
1.89;Kapitel I. 18;1. Begriffe des Waffenrechts;23;multiple_choice;Welche Ausnahmen vom Verbot des Führens von Anscheinswaffen gibt es?;;"[{""key"": ""a"", ""text"": ""Anscheinswaffen dürfen an Silvester geführt werden."", ""correct"": false}, {""key"": ""b"", ""text"": ""Anscheinswaffen dürfen geführt werden, bei der Verwendung bei Foto-, Film oder Fernsehaufnahmen oder bei Theateraufführungen."", ""correct"": true}, {""key"": ""c"", ""text"": ""Anscheinswaffen dürfen immer verdeckt geführt werden."", ""correct"": false}]"
1.90;Kapitel I. 19;1. Begriffe des Waffenrechts;24;multiple_choice;Wann wird eine Schusswaffe im Sinne des Waffengesetzes „bearbeitet“?;;"[{""key"": ""a"", ""text"": ""Der Schaft eines Gewehres wird auf ein für den Schützen passendes Maß abgefräst."", ""correct"": false}, {""key"": ""b"", ""text"": ""Die gebrochene Schließfeder einer Pistole wird ausgetauscht."", ""correct"": false}, {""key"": ""c"", ""text"": ""Der Lauf eines Revolvers wird von einem befreundeten Schlosser auf 4 Zoll verkürzt."", ""correct"": true}]"
2.01;Kapitel I. 20;2. Rechte und Pflichten;25;multiple_choice;Was muss der Erwerbsberechtigte nach dem Kauf einer Schusswaffe von einer Privatperson/Händler veranlassen?;;"[{""key"": ""a"", ""text"": ""Er muss einen lizenzierten Waffenhändler einschalten."", ""correct"": false}, {""key"": ""b"", ""text"": ""Er muss den Kauf der zuständigen Behörde unter Vorlage des Kaufvertrages mitteilen."", ""correct"": false}, {""key"": ""c"", ""text"": ""Er muss innerhalb von zwei Wochen bei der zuständigen Behörde den Erwerb schriftlich oder elektronisch anzeigen und seine Waffenbesitzkarte zur Eintragung vorlegen."", ""correct"": true}]"
2.02;Kapitel I. 20;2. Rechte und Pflichten;25;multiple_choice;Was muss ein Sportschütze nach dem dauerhaften Erwerb einer Waffe von einem anderen Sportschützen veranlassen?;;"[{""key"": ""a"", ""text"": ""Nichts"", ""correct"": false}, {""key"": ""b"", ""text"": ""Er muss den Erwerb innerhalb von zwei Wochen schriftlich oder elektronisch anzeigen und seine Waffenbesitzkarte bei der zuständigen Behörde vorlegen."", ""correct"": true}, {""key"": ""c"", ""text"": ""Beide Waffenbesitzkarten sofort der zuständigen Behörde vorlegen."", ""correct"": false}]"
2.03;Kapitel I. 20;2. Rechte und Pflichten;25;multiple_choice;Innerhalb welcher Zeit haben Sie den Erwerb, bzw. den Verkauf einer erlaubnispflichtigen Waffe anzuzeigen?;;"[{""key"": ""a"", ""text"": ""binnen einer Woche"", ""correct"": false}, {""key"": ""b"", ""text"": ""binnen zwei Wochen"", ""correct"": true}, {""key"": ""c"", ""text"": ""binnen eines Monats"", ""correct"": false}]"
2.04;Kapitel I. 20;2. Rechte und Pflichten;25;multiple_choice;Welcher Sportschütze muss für die erstmalige Erteilung einer Erlaubnis zum Erwerb und Besitz von Schusswaffen ein amts- oder fachärztliches oder fachpsychologisches Zeugnis über seine geistige Eignung vorlegen?;;"[{""key"": ""a"", ""text"": ""Ein 18-jähriger, der ein Kleinkalibergewehr erwerben möchte."", ""correct"": false}, {""key"": ""b"", ""text"": ""Ein 19-jähriger, der eine Doppelflinte im Kaliber 12/70 erwerben möchte."", ""correct"": false}, {""key"": ""c"", ""text"": ""Ein 22-jähriger, der einen großkalibrigen Revolver erwerben möchte."", ""correct"": true}]"
2.05;Kapitel I. 20;2. Rechte und Pflichten;25;multiple_choice;Welche Erlaubnispapiere berechtigen auch zum Erwerb von EinzelladerLangwaffen?;;"[{""key"": ""a"", ""text"": ""Waffenschein"", ""correct"": false}, {""key"": ""b"", ""text"": ""Jagdschein"", ""correct"": true}, {""key"": ""c"", ""text"": ""Europäischer Feuerwaffenpass"", ""correct"": false}]"
2.06;Kapitel I. 21;2. Rechte und Pflichten;26;multiple_choice;Welche Erlaubnispapiere berechtigen auch zum Erwerb von EinzelladerLangwaffen?;;"[{""key"": ""a"", ""text"": ""Sportschützen-WBK (gelbe WBK) (ohne Voreintrag)"", ""correct"": true}, {""key"": ""b"", ""text"": ""allgemeine WBK -grün(ohne Voreintrag)"", ""correct"": false}, {""key"": ""c"", ""text"": ""Waffenhandelserlaubnis (uneingeschränkt)"", ""correct"": true}]"
2.07;Kapitel I. 21;2. Rechte und Pflichten;26;multiple_choice;Was ist eine Erwerbsberechtigung für eine einläufige Einzellader-Kurzwaffe (Kleinkaliber-Sportpistole)?;;"[{""key"": ""a"", ""text"": ""Waffenschein"", ""correct"": false}, {""key"": ""b"", ""text"": ""Waffenbesitzkarte für Sportschützen (gelbe WBK)"", ""correct"": true}, {""key"": ""c"", ""text"": ""Waffenerwerbsschein"", ""correct"": false}]"
2.08;Kapitel I. 21;2. Rechte und Pflichten;26;multiple_choice;Welche Erlaubnis ist zum Erwerb einer halbautomatischen Pistole .32 S&W erforderlich?;;"[{""key"": ""a"", ""text"": ""Waffenschein"", ""correct"": false}, {""key"": ""b"", ""text"": ""Sportschützen-WBK (gelbe WBK) (ohne Voreintrag)"", ""correct"": false}, {""key"": ""c"", ""text"": ""Waffenbesitzkarte mit Erwerbsberechtigung (Voreintrag)"", ""correct"": false}]"
2.09;Kapitel I. 21;2. Rechte und Pflichten;26;multiple_choice;Beim Erwerb einer erlaubnispflichtigen Schusswaffe von einer Privatperson durch den Erwerbsberechtigten ist ...;;"[{""key"": ""a"", ""text"": ""der Erwerb der Waffe innerhalb eines Jahres der zuständigen Behörde anzuzeigen und die WBK zur Eintragung vorzulegen."", ""correct"": false}, {""key"": ""b"", ""text"": ""der Erwerb der Waffe innerhalb von vier Wochen der zuständigen Behörde anzuzeigen und die WBK zur Eintragung vorzulegen."", ""correct"": false}, {""key"": ""c"", ""text"": ""der Erwerb der Waffe innerhalb von zwei Wochen der zuständigen Behörde anzuzeigen und die WBK zur Eintragung vorzulegen."", ""correct"": true}]"
2.10;Kapitel I. 21;2. Rechte und Pflichten;26;multiple_choice;Bei Abhandenkommen der Waffenbesitzkarte ist zu benachrichtigen?;;"[{""key"": ""a"", ""text"": ""Erlaubnisbehörde"", ""correct"": true}, {""key"": ""b"", ""text"": ""Deutscher Schützenbund"", ""correct"": false}, {""key"": ""c"", ""text"": ""Bundeszentralregister"", ""correct"": false}]"
2.11;Kapitel I. 22;2. Rechte und Pflichten;27;multiple_choice;Was ist zu tun, wenn erlaubnispflichtige Waffen oder Munition abhandenkommen?;;"[{""key"": ""a"", ""text"": ""Unverzüglich den Verlust der zuständigen Waffenbehörde melden."", ""correct"": true}, {""key"": ""b"", ""text"": ""Innerhalb eines Monats den Verlust der zuständigen Behörde melden."", ""correct"": false}, {""key"": ""c"", ""text"": ""Eine Verlustanzeige bei der zuständigen Polizeidienststelle aufgeben."", ""correct"": false}]"
2.12;Kapitel I. 22;2. Rechte und Pflichten;27;multiple_choice;Was ist zu tun, wenn Erlaubnisurkunden abhandenkommen?;;"[{""key"": ""a"", ""text"": ""Das Abhandenkommen ist unverzüglich der zuständigen Behörde anzuzeigen."", ""correct"": true}, {""key"": ""b"", ""text"": ""Eine Ersatzausfertigung ist zu beantragen."", ""correct"": false}, {""key"": ""c"", ""text"": ""Solange das Dokument nicht genutzt wird ist nichts weiter zu veranlassen."", ""correct"": false}]"
2.13;Kapitel I. 22;2. Rechte und Pflichten;27;multiple_choice;Was ist nach Verlust einer erlaubnispflichtigen Schusswaffe oder einer Waffenbesitzkarte zu veranlassen?;;"[{""key"": ""a"", ""text"": ""Der Verlust ist unverzüglich der zuständigen Behörde mitzuteilen."", ""correct"": true}, {""key"": ""b"", ""text"": ""Die Versicherung ist umgehend in Kenntnis zu setzen, damit diese die Polizei verständigen und alle weiteren Maßnahmen einleiten kann."", ""correct"": false}, {""key"": ""c"", ""text"": ""Sämtliche denkbaren Maßnahmen zur Wiedererlangung der Schusswaffe und der WBK sind einzuleiten."", ""correct"": false}]"
2.14;Kapitel I. 22;2. Rechte und Pflichten;27;multiple_choice;Sind Sie bezüglich Ihrer Schusswaffen der zuständigen Behörde gegenüber in begründeten Fällen auskunftspflichtig?;;"[{""key"": ""a"", ""text"": ""Nein, nur wenn gegen mich ein Verfahren eingeleitet wurde."", ""correct"": false}, {""key"": ""b"", ""text"": ""Ja"", ""correct"": true}, {""key"": ""c"", ""text"": ""Nein, nur bei Fragen zur Aufbewahrung."", ""correct"": false}]"
2.15;Kapitel I. 22;2. Rechte und Pflichten;27;multiple_choice;Kann die zuständige Behörde die Vorlage von erlaubnispflichtigen Schusswaffen, Munition und Erlaubnisscheinen zur Prüfung verlangen?;;"[{""key"": ""a"", ""text"": ""Nein, solange Waffenbesitzkarte und Munitionserwerbschein gültig sind."", ""correct"": false}, {""key"": ""b"", ""text"": ""Ja, nur im Rahmen eines Strafverfahrens."", ""correct"": false}, {""key"": ""c"", ""text"": ""Ja, aus begründetem Anlass."", ""correct"": true}]"
2.16;Kapitel I. 23;2. Rechte und Pflichten;28;multiple_choice;Für welche Inhaber waffenrechtlicher Erlaubnisse ist das Bundesverwaltungsamt sachlich unter anderem zuständig?;;"[{""key"": ""a"", ""text"": ""Für Deutsche im Sinne des Artikels 116 des Grundgesetzes, die ihren gewöhnlichen Aufenthalt im Ausland haben (Auslandsdeutsche)."", ""correct"": true}, {""key"": ""b"", ""text"": ""Für ausländische Staatsangehörige innerhalb der Bunderepublik Deutschland."", ""correct"": false}, {""key"": ""c"", ""text"": ""Im Rahmen der Sportförderung für Profisportler (Sportschützen)."", ""correct"": false}]"
2.17;Kapitel I. 23;2. Rechte und Pflichten;28;multiple_choice;Welche Teile einer erlaubnispflichtigen Schusswaffe darf jeder erwerben?;;"[{""key"": ""a"", ""text"": ""einen Austauschlauf"", ""correct"": false}, {""key"": ""b"", ""text"": ""ein Wechselsystem"", ""correct"": false}, {""key"": ""c"", ""text"": ""ein Abzugssystem"", ""correct"": true}]"
2.18;Kapitel I. 23;2. Rechte und Pflichten;28;multiple_choice;Ist Sportschützen der Erwerb und die anschließende Nutzung von Kurzwaffenmagazinen mit einer Kapazität von mehr als 20 Patronen und Langwaffenmagazinen mit einer Kapazität von mehr als 10 Patronen gestattet (wechselbares Magazin)?;;"[{""key"": ""a"", ""text"": ""Ja, wenn damit nachweislich dynamische Disziplinen (IPSC) absolviert werden."", ""correct"": false}, {""key"": ""b"", ""text"": ""Ja, allerdings nur zu Trainingszwecken und nicht im Rahmen von Wettkämpfen."", ""correct"": false}, {""key"": ""c"", ""text"": ""Nein, da solche Magazine für Privatpersonen verboten sind."", ""correct"": true}]"
2.19;Kapitel I. 23;2. Rechte und Pflichten;28;multiple_choice;Welche Waffe kann nur mit einer grünen Waffenbesitzkarte (mit Voreintrag) erworben werden?;;"[{""key"": ""a"", ""text"": ""Druckluftwaffe mit dem Zeichen „F im Fünfeck“"", ""correct"": false}, {""key"": ""b"", ""text"": ""Armbrust"", ""correct"": false}, {""key"": ""c"", ""text"": ""Kurzwaffe mit Kaliber .357 SIG"", ""correct"": true}]"
2.20;Kapitel I. 23;2. Rechte und Pflichten;28;multiple_choice;Welcher Nachweis ist als Erwerbsberechtigung von halbautomatischen Kurzwaffen für Sportschützen erforderlich?;;"[{""key"": ""a"", ""text"": ""Waffenbesitzkarte mit Voreintrag"", ""correct"": true}, {""key"": ""b"", ""text"": ""Schießbuch"", ""correct"": false}, {""key"": ""c"", ""text"": ""Sportschützenausweis"", ""correct"": false}]"
2.21;Kapitel I. 24;2. Rechte und Pflichten;29;self_assessment;Welche Teile erlaubnispflichtiger Schusswaffen dürfen einzeln nur mit gültiger Erwerbserlaubnis erworben werden?;- Lauf - Verschluss - Patronen- oder Kartuschenlager - Griffstück bei Kurzwaffen;[]
2.22;Kapitel I. 24;2. Rechte und Pflichten;29;multiple_choice;Für Erwerb und Besitz welcher Waffen bedarf es keiner Waffenbesitzkarte?;;"[{""key"": ""a"", ""text"": ""Druckluftwaffen, die das Zulassungszeichen „F im Fünfeck“ tragen."", ""correct"": true}, {""key"": ""b"", ""text"": ""Schreckschuss-, Reizstoff- und Signalwaffen, die das Zulassungszeichen „PTB im Kreis“ tragen."", ""correct"": true}, {""key"": ""c"", ""text"": ""Spielzeugwaffen mit einer Mündungsenergie von mehr als 0,5 Joule (ohne „F im Fünfeck“)."", ""correct"": false}]"
2.23;Kapitel I. 24;2. Rechte und Pflichten;29;multiple_choice;Wie können Sie als 19-jähriger Sportschütze Ihre persönliche Eignung für den dauerhaften Erwerb einer halbautomatischen Pistole im Kaliber „.45 Auto“ gegenüber der Behörde nachweisen?;;"[{""key"": ""a"", ""text"": ""Durch ein fachärztliches Gutachten."", ""correct"": false}, {""key"": ""b"", ""text"": ""Durch eine Bescheinigung eines anerkannten Schießsportverbandes."", ""correct"": false}, {""key"": ""c"", ""text"": ""Es besteht keine Möglichkeit des Erwerbs in diesem Alter."", ""correct"": true}]"
